n t s r Xn Yn Zn X Y Z color
10 1.220 0.75048 251.719 300.000 200.000 350.000 254.471 200.279 279.777 0
10 1.240 0.76552 256.762 300.000 200.000 350.000 258.008 200.221 283.501 0
10 1.260 0.78054 261.802 300.000 200.000 350.000 261.555 200.175 287.229 0
10 1.280 0.79555 266.834 300.000 200.000 350.000 265.112 200.138 290.963 0
10 1.300 0.81052 271.856 300.000 200.000 350.000 268.678 200.109 294.700 0
10 1.320 0.82544 276.860 300.000 200.000 350.000 272.253 200.087 298.442 0
10 1.340 0.84028 281.838 300.000 200.000 350.000 275.836 200.068 302.188 0
10 1.360 0.85502 286.781 300.000 200.000 350.000 279.427 200.054 305.937 0
10 1.380 0.86960 291.672 300.000 200.000 350.000 283.027 200.043 309.690 0
10 1.400 0.88380 296.435 300.000 200.000 350.000 286.479 200.034 313.446 0
10 1.420 0.89743 301.007 300.000 200.000 350.000 289.604 200.027 317.205 0
10 1.440 0.91055 305.407 300.000 200.000 350.000 292.431 200.021 320.967 0
10 1.460 0.92319 309.646 300.000 200.000 350.000 294.970 200.017 324.732 0
10 1.480 0.93537 313.732 300.000 200.000 350.000 297.234 200.013 328.499 0
10 1.500 0.94709 317.663 300.000 200.000 350.000 299.235 200.011 332.269 0
10 1.520 0.95766 321.210 300.000 200.000 350.000 300.984 200.008 335.833 0
10 1.540 0.96629 324.104 300.000 200.000 350.000 302.493 200.007 338.972 0
10 1.560 0.97289 326.317 300.000 200.000 350.000 303.771 200.005 341.725 0
10 1.580 0.97730 327.796 300.000 200.000 350.000 304.829 200.004 344.113 0
10 1.600 0.97956 328.553 300.000 200.000 350.000 305.677 200.003 346.155 0
10 1.620 0.98011 328.737 300.000 200.000 350.000 306.324 200.003 347.870 0
10 1.640 0.97968 328.594 300.000 200.000 350.000 306.778 200.002 349.278 0
10 1.660 0.97896 328.352 300.000 200.000 350.000 307.048 200.002 350.395 0
10 1.680 0.97839 328.163 300.000 200.000 350.000 307.141 200.001 351.237 0
10 1.700 0.97824 328.113 300.000 200.000 350.000 307.067 200.001 351.820 0
10 1.720 0.97864 328.247 300.000 200.000 350.000 306.831 200.001 352.158 0
10 1.740 0.97965 328.583 300.000 200.000 350.000 306.441 200.001 352.264 0
10 1.760 0.98127 329.126 300.000 200.000 350.000 305.904 200.001 352.153 0
10 1.780 0.98347 329.867 300.000 200.000 350.000 305.225 200.000 351.849 0
10 1.800 0.98613 330.756 300.000 200.000 350.000 304.412 200.000 351.479 0
10 1.820 0.98883 331.663 300.000 200.000 350.000 303.559 200.000 351.173 0
10 1.840 0.99116 332.444 300.000 200.000 350.000 302.816 200.000 350.931 0
10 1.860 0.99302 333.070 300.000 200.000 350.000 302.220 200.000 350.739 0
10 1.880 0.99450 333.565 300.000 200.000 350.000 301.750 200.000 350.586 0
10 1.900 0.99566 333.955 300.000 200.000 350.000 301.379 200.000 350.465 0
10 1.920 0.99658 334.262 300.000 200.000 350.000 301.087 200.000 350.369 0
10 1.940 0.99730 334.505 300.000 200.000 350.000 300.857 200.000 350.293 0
10 1.960 0.99787 334.696 300.000 200.000 350.000 300.675 200.000 350.233 0
10 1.980 0.99832 334.847 300.000 200.000 350.000 300.532 200.000 350.185 0
10 2.000 0.99868 334.966 300.000 200.000 350.000 300.419 200.000 350.147 0
10 2.020 0.99896 335.060 300.000 200.000 350.000 300.331 200.000 350.116 0
10 2.040 0.99918 335.134 300.000 200.000 350.000 300.261 200.000 350.092 0
10 2.060 0.99935 335.192 300.000 200.000 350.000 300.205 200.000 350.073 0
10 2.080 0.99949 335.238 300.000 200.000 350.000 300.162 200.000 350.058 0
10 2.100 0.99960 335.275 300.000 200.000 350.000 300.128 200.000 350.046 0
10 2.120 0.99968 335.303 300.000 200.000 350.000 300.101 200.000 350.037 0
10 2.140 0.99975 335.326 300.000 200.000 350.000 300.079 200.000 350.029 0
10 2.160 0.99980 335.344 300.000 200.000 350.000 300.062 200.000 350.023 0
10 2.180 0.99984 335.358 300.000 200.000 350.000 300.049 200.000 350.018 0
10 2.200 0.99988 335.369 300.000 200.000 350.000 300.039 200.000 350.015 0
10 2.220 0.99990 335.378 300.000 200.000 350.000 300.031 200.000 350.012 0
10 2.240 0.99992 335.384 300.000 200.000 350.000 300.024 200.000 350.009 0
10 2.260 0.99994 335.390 300.000 200.000 350.000 300.019 200.000 350.007 0
10 2.280 0.99995 335.394 300.000 200.000 350.000 300.015 200.000 350.006 0
10 2.300 0.99996 335.398 300.000 200.000 350.000 300.012 200.000 350.005 0
10 2.320 0.99997 335.400 300.000 200.000 350.000 300.009 200.000 350.004 0
10 2.340 0.99998 335.402 300.000 200.000 350.000 300.007 200.000 350.003 0
10 2.360 0.99998 335.404 300.000 200.000 350.000 300.006 200.000 350.002 0
10 2.380 0.99999 335.405 300.000 200.000 350.000 300.005 200.000 350.002 0


